股票代码,标题,作者ID,最后更新
600900,电力板块倒数第一，明天低开低走放量大跌，有可能退市，有可能跌到1元，一切皆有可能,未知,02-24 10:09
600900,27买32卖！现在回来看了一下！吓一跳,未知,02-24 11:17
600900,等待长江电力先择方向，赌一把银行触底反弹。,未知,02-25 05:08
600900,买进600股工商银行，不知运气如何。,未知,02-24 12:24
600900,这换手说明地价地量吗？,未知,02-25 12:11
600900,长江电力有力的佐证了再好的股也会跌的,未知,02-24 09:52
600900,这是什么垃圾,未知,02-24 09:19
600900,尾盘拉一下又下来，什么意思？,未知,02-24 07:51
600900,长江电力怎么一直不涨？,未知,02-24 05:18
600900,老理还在吗？长电股息率这么低，要不要清仓呢？,未知,02-24 05:30
600900,这种传统，18市盈率太高了,未知,02-24 10:20
600900,在a股有一个现象，散户多的票就很难上涨。如今在长电也应验了？,未知,02-24 03:20
600900,豆包推荐明天买入,未知,02-24 07:13
600900,长江电力我给他10倍的估值，目前价格高了，到10倍估值再考虑买入,未知,02-24 05:33
600900,60分钟调整一下而已马上向上,未知,02-24 02:14
600900,都洗洗睡吧，一堆散户，怎么涨？,未知,02-24 07:19
600900,今天的行情走成这样，那就肯定要到24之下的,未知,02-24 06:47
600900,养的，没人管。,未知,02-24 06:29
600900,电价可能会调低的,未知,02-24 04:48
600900,我一直在寻找长江电力的利润去哪里了，我当时的估计收益是每股1.70元，现在为什么,未知,02-23 11:07
600900,日线三只乌鸦,未知,02-24 03:59
600900,中国股市里的败类。,未知,02-24 04:11
600900,江电力，你还不雄起！,未知,02-24 04:34
600900,大家都来炒股票才能上涨如果大家都看清它的夲质再好的股票,未知,02-24 04:46
600900,老江输给电力行业，丢人啊！,未知,02-24 03:57
600900,一群投机倒把的伪君子，想赚钱？主力不比你更聪明？这就是底部？别开玩笑了，电力板块,未知,02-24 03:45
600900,明天低开低走放量大跌，十年顶部，有可能退市，一切皆有可能，没有谁是不可替代的，皆,未知,02-24 02:47
600900,成本28元让我痛苦不堪,未知,02-24 01:57
600900,电力板块涨了3个点，它就是倒数第一，完全是大盘拖起来的，下面全是拖单，想涨做梦吧,未知,02-24 02:45
600900,入坑容易出坑难啊,未知,02-24 02:21
600900,长江电力不是好价格,未知,02-24 01:24
600900,还是龙头吗，是吧？,未知,02-24 09:53
600900,可怜的孩子！,未知,02-24 01:29
600900,今天建仓5000股,未知,02-24 01:07
600900,油价上涨，电价肯定要涨的，不然火电撑不住,未知,02-24 12:06
600900,@,未知,02-24 11:42
600900,电力涨幅倒数第一，尾盘可能翻绿，有可能十年顶部，散户买的太多，主力不想拉，跌到1,未知,02-24 12:44
600900,为什么买不了。,未知,02-24 10:14
600900,长江是那么长的一条河，有深渊有浅滩，一波三折起起伏伏，非常正常。但是，电力后面有,未知,02-24 10:45
600900,年化12%，投资长江电力,未知,02-24 12:42
600900,长电长电，关灯吃面,未知,02-24 12:23
600900,散户不走。主力是坚决不让涨啊,未知,02-24 11:38
600900,从两块多涨到七块多，已经对得大家了，接下来洗洗睡吧！,未知,02-24 11:52
600900,为什么除了水电，别的所有电力股票都不能投资。因为他们会对全世界最好的电，给这样的,未知,02-23 10:55
600900,分红是不是还没到账？什么时候到啊？,未知,02-24 10:14
600900,你们这些韭菜盒子能出门左拐右拐不？你们走了我的100股才能回血,未知,02-24 11:18
600900,……,未知,02-24 11:22
600900,有能耐跌到25.17,未知,02-24 10:04
600900,这是什么个垃圾东西可以在电力股倒数第一的位置？？？,未知,02-24 10:05
600900,这厮就是不听话。,未知,02-24 10:47
600900,看月线的话，这记吧才开始啊,未知,02-24 11:02
600900,这么高的位置，有可能十年顶部乃至百年顶部，会不会退市，一切皆有可能,未知,02-23 11:18
600900,俺持股待涨目标价28元,未知,02-24 10:39
600900,电力板块走得很好，你要拉伸一下吧，谢谢！,未知,02-24 10:36
600900,当认知度高度一致时，通常意味着社会、团队或群体对某件事物（如品牌、概念、规则、价,未知,02-24 10:34
600900,@妙想长江电力基本面,未知,02-24 10:33
600900,这盘被控的死死的,未知,02-24 10:24
600900,过年了就不能涨一点吗？,未知,02-24 10:21
600900,有本事今天跌到25.80,未知,02-24 10:16
600900,大盘不跌，此股不涨,未知,02-24 10:16
600900,我买啥啥不行。。哈哈,未知,02-24 10:02
600900,涨太多了？？是不是要准备一年一年跌下来？,未知,02-24 10:04
600900,又开始控盘了,未知,02-24 10:04
600900,天天阴跌，一点像样的反弹都没有,未知,02-24 09:56
600900,今天已经买入，静待花开,未知,02-24 09:53
600900,等你涨停卖呢太垃圾,未知,02-24 09:56
600900,这就是真正的大A,未知,02-24 09:53
600900,这就是中国股市,未知,02-24 09:51
600900,适合定投,未知,02-24 09:32
600900,股市,未知,11-24 01:24
600900,长江电力是最好的个人。家庭投资产品。是唯一。没有之一，跟存在银行里的钱对比还有3,未知,02-21 09:46
600900,长电电价能涨到0.36元/度上网电价就好了。全国统一电力市场这风能吹到长电吗？,未知,02-23 11:25
600900,【明日解禁】明日8股解禁 长江电力、易普力解禁市值居前,未知,02-02 04:58
600900,你们笑长江电力下跌，我笑你们无知。市场里最值钱的是长江电力。很多人都在说长江电力,未知,02-23 10:22
600900,千万不要投资暴利的行业。除非水电站，不可复制。20年的房地产，5年前的猪，很多很,未知,02-23 09:49
600900,长江电力:长江电力关于公司控股股东发行可交换公司债券对持有的部分本公司A股股票办理补充担保及信托登记的公告,未知,02-12 03:36
600900,明天开年再买它400股支持一下,未知,02-23 08:01
600900,股市有风险，买进需谨慎，不要麻皮大意。长江电力成本价26.52元。,未知,02-23 06:19
600900,从月K上看筹码峰高位集中！主力出货才刚刚开始！别急！,未知,02-23 06:33
600900,明天股市开盘，我查了一下天气预报，2月24号以后上海还有冷空气。,未知,02-23 06:33
600900,26.81本，被套死了，完蛋了，一切都完了，被深套，会不会是十年顶部，会不会退市,未知,02-23 12:05
600900,长电从2024年后就进入衰老死亡时间，因为长江上没资产注入长电，未来长电股价，业,未知,02-23 02:28
600900,好雨知时节，当春乃发生。下雨啦！来水啦！长江电力要涨啦！,未知,02-23 05:09
600900,在7月分红前能否到26.73元。,未知,02-23 06:06
600900,强烈要求长江电力90%分红。每年200亿都是长江电力的利润。别把股民当傻瓜。留着,未知,02-23 11:17
600900,股息刚到账，长期持股守息,未知,02-11 07:17
600900,明天有戏,未知,02-23 09:59
600900,中国电力过剩可以通过特高压线路直接出口到周边国家！,未知,02-19 09:12
600900,我也说一说这个股。有投资经验连年盈利的散户看一看我的两个帖子。最好是具有独立思维,未知,02-23 10:18
600900,请问四川的雅砻江双河口水电站是属于长江电力管理吗？？,未知,02-23 07:52
600900,什么情况,未知,02-23 08:28
600900,$中科曙光(SH603019)$$平安银行(SZ000001)$$长江电力(SH,未知,02-23 07:23
600900,请问长江电力分红何时到账？,未知,02-23 01:44
600900,近4000亿现金分红落地  A股春节前“派红包”成潮流,未知,02-15 09:34
600900,美国刚公布要对全球进口商品加征15%的关税，会对年后开盘造成大的影响吗？,未知,02-22 10:07
600900,10倍了，已经透支了,未知,02-22 11:52
600900,这个项目，长电也有股权方面的间接参与。,未知,02-22 09:40
600900,等它跌吧，未来几年逢低布局吧,未知,02-22 06:05
600900,勿喷我，个人观点，仅供参考，根据新闻和数据分析，必破22,未知,02-22 12:10
600900,道不足者多术，德不足者多欲，精不足者多，气不足者多食，神不足者多眠，阳不足者多,未知,02-20 10:26
600900,长江电力十几年前是好公司，十几年后还是好公司，可在五六个点的股息，几块钱的股价时,未知,02-21 10:52
600900,什么时候等到MACD周线和月线勾头金叉的时候才是介入之时,未知,02-22 10:52
600900,小心火力发电。太阳能。以后可能会变成负资产。火力发电慢慢退出，太阳能因为他的使命,未知,02-22 09:02
600900,粤高速B最后13天公告正式年报：股息率7.6%，二市AB最高（长江电力股息的2.,未知,02-21 09:44
600900,中国春节全世界关注！全世界关注中国北京！北京中心-中国国际贸易中心（中国国贸）@,未知,02-16 07:54
600900,都说的养老股，但是我想要的是一飞冲天的那种啊,未知,02-20 10:07
600900,从长电转投兴业银行，未来分红长电，兴业银行，未来分红基础是：1，长电分红，未来以,未知,02-15 08:59
600900,问了一下控股长江电力难度和控股兴业银行难度哪个大。答案一个进不去，一个买不起。,未知,02-22 07:57
600900,现在新股发行价太高发的太多尤其是北京板特权他的资金就占3股市一半其于无有多少资了,未知,02-22 05:37
600900,266亿事件。,未知,02-22 04:10
600900,其实想买股做长期投资的为什么不在低位买，明明是想炒短线被套了还说中国股市没价值投,未知,02-21 03:21
600900,人造太阳出来后还需要运什么煤？@股友0506Z699c6@国贸脑瘫股@股友分红归,未知,02-21 10:14
600900,中国国贸豪宅旺铺市值折算房价仅207/90=2.3万元/平方米，这福利白捡白不捡,未知,02-21 10:04
600900,股市有很多忽悠。比如长江电力一滴水发6次电。人家华能水电发10次电也没有说。长江,未知,02-18 06:39
600900,$光大证券(SH601788)$$长江电力(SH600900)$$紫光股份(SZ,未知,02-21 10:13
600900,内地商场表现亮眼，香港物业延续韧性！消费活了春江水暖鸭先知！@四维探股@N新京@,未知,02-21 07:06
600900,根据我夜观天象和新闻，必破22,未知,02-21 03:40
600900,长江电力在干什么，上对的起国家收购两座水电站，高负债保证银行信贷扩张，多缴资源税,未知,02-21 04:09
600900,26.81本，被套死了，完蛋了，一切都完了，被深套，完了，完蛋了，一切都完了，会,未知,02-21 01:23
600900,乌鸦嘴的话没有一句不是为了骗的，电力市场化，得益的是水电。因为水电是平均电价的6,未知,02-21 10:36
600900,长江电力2024年还债160亿。估计2025年也是160亿，当然公司还在投资储能,未知,02-20 06:57
600900,在2月24号开盘前能否说点吉利话。比如东方财富的股吧。,未知,02-21 11:18
600900,很多人为什么会不幸福。很多曾经的有钱人为什么会变成一无所有的负债人，都是因为没有,未知,02-21 09:33
600900,长电持股H股建设银行683，330，000股，另有不计期数的湖北银行股价，比本人,未知,02-21 10:18
600900,你的钱都交税了，不是长江不行是大坝截流太多，你亏的钱还是有意义的，今年缴税比去年,未知,02-21 08:44
600900,我一直说持有长江电力等的是市场化，长江电力现在是0.28元一度，可以到0.38元,未知,02-12 01:46
600900,炒股害死人，又疯了一个。,未知,02-21 06:56
600900,长江电力收盘价26元，26元以上买进的是冤大头，26元以下卖出的是冤大头，60万,未知,02-20 04:52
600900,长江电力被这长期投资优质股票的牛散重仓了,未知,01-31 12:33
600900,长江电力去年赚钱540亿，长江电力的市值应该是2.7万亿，按2%银行利息计算。但,未知,02-20 06:40
600900,股息率4以上可以建仓，等25,未知,02-20 09:59
600900,拿着分红吃股息利滚利不费神活得久才最赚钱@股友分红归我支配@整机厂估低@四维探股,未知,02-11 09:37
600900,中国国贸对国内外展示中国最前沿科技应用落地3万平方米机器人卖场应运而生，寸土寸金,未知,02-19 08:51
600900,就是股价太高了。,未知,02-20 08:02
600900,完了完了完了完了！你二只都掉坑里了，你看到的都是不真实的，兴业利润不真实烂帐坏帐,未知,02-19 07:30
600900,本人持有的兴业银行中期分红0.565元，业绩3.66元，其风险资产能出问题，那长,未知,02-20 06:26
600900,这种股票只适合长期拿着，短期不要买这个，阴跌，到位猛拉升，长期趋势跌，,未知,02-20 12:33
600900,机构用脚投票反对大股东侵害小股东权益,未知,02-20 10:53
600900,26.81本，被套死了，完蛋了，一切都完了，被深套，吃不好睡不好，这么高的位置，,未知,02-19 09:52
600900,长电2024年前由于有长江上五个电站会相继注入，不用怕上套，长电2024年后，长,未知,02-20 08:59
600900,长电是养老股，但按照现在的价格回报率3.8%，那还是太低了，本人觉得5%是最低的,未知,02-19 11:48
600900,漫刀子割肉,未知,02-20 12:20
600900,苦口婆心的人不少。,未知,02-20 12:14
600900,市盈率10以下可以投资现在进去还有很长一段时间的下跌那点股息什么的根本挡不住股价,未知,02-19 07:40
600900,你们不割肉；主力是不会拉的；主力不是解放军；主力是屠夫；赚的就是你们割肉的,未知,02-19 10:01
600900,我在2019年股东大会上提议大量买入水电站资产理由就是电费便宜。清洁。永久性。长,未知,02-19 10:37
600900,惊闻电力市场化改革已经开始，大概率要被风电和光伏打得溃不成军,未知,02-19 05:12
600900,长江电力妥妥的就是一个印钞机。最硬核的就是绿色资源，只要是水在流动发电机就不断的,未知,02-19 12:43
600900,26.81本，被套死了，被深套，完蛋了，一切都完了，会不会退市,未知,02-17 02:53
600900,我为什么不投资黄金，黄金本身没有价值，他是国际金融机构的玩物。他可以上天。也可以,未知,02-19 06:50
600900,全国电力市场化改革工作已经进入全面启动阶段，水电2027年被列入调峰有容量电价补,未知,02-15 07:16
600900,再过几个月就看不到喽，266亿要开工了,未知,02-19 12:06
600900,$长江电力(SH600900)$$紫光股份(SZ000938)$$步步高(SZ0,未知,02-18 06:10
600900,长电未来的盈利提高是相当困难，也是没什么可能，十五年分红没能力提高？只能是业绩7,未知,02-15 11:05
600900,不懂就问，人气这么高了，什么原因,未知,02-16 07:27
600900,所有投资电力的，只有投资长江电力的才是懂投资的真正高手，因为长江电力。没有风。没,未知,02-13 07:58
600900,26.81本，被套死了，吃不好睡不好，完蛋了，一切都完了，被深套，会不会十年顶部,未知,02-17 10:47
600900,长江电力等的是市场化。长江电力平均电价0.2853元，巴不得大跌，因为除了水电。,未知,02-18 06:38
600900,兴业银行2025年年报分红每股0.56元左右，参考工商银行。,未知,02-18 06:16
600900,长江电力月线级别的B段第一笔下的起点也就是A段的终点是30.25///接下来大概,未知,02-18 05:12
600900,2025年，市场里最不讲信誉的是长江电力，堂堂中央企业。,未知,02-18 06:59
600900,普通投资人，非专业人士。如果是寻一份稳定的收息资产，公用事业类最合适。只需能确定,未知,02-18 04:14
600900,中国电力出口可能成为中国经济向外的重要支柱。中国电力自给有余，而且还有部分是过剩,未知,02-18 12:23
600900,股票涨不涨跟公司业绩没有太多关系，这个公司一年这么多利润，不靠股票赚钱，庄家没机,未知,02-18 12:35
600900,长江电力的股民。希望你们高高兴兴，快快乐乐，过年。因为长江电力的明年永远比去年好,未知,02-16 10:39
600900,马年，长江六库联调，万马奔腾，来水多多，电价不调，降息降准，算力爆发，你有肉我有,未知,02-17 08:33
600900,我有钱就买入中国国贸收藏，平时消费就借呗、微粒贷、度小满、招行贷、民生贷，中国国,未知,02-13 01:40
600900,九年坚守长江电力，尽管调整侵蚀了一部分收益，但仍然认为是正常调整，仍然认为两三年,未知,02-16 08:43
600900,60万股东了，还敢买啥？,未知,02-15 08:20
600900,有跳空下跌缺口出来，短时间很麻烦，走弱,未知,02-16 10:35
600900,涨一年跌六年的洋河股份，有人急眼了。,未知,02-16 09:36
600900,接着割,未知,02-16 03:43
600900,26.81本，被套死了，完蛋了，一切都完了，被深套，吃不好睡不着，长白头发，完蛋,未知,02-15 09:52
600900,长期投资最大的风险在于社会变化太快，科技改变世界，假如光伏太阳能，海上太阳能发电,未知,02-13 11:31
600900,股票不涨靠点分红有个屁用,未知,02-16 08:50
600900,分玩红再买，挣差价,未知,02-16 12:27
600900,那么多比长电好的票都可以退市，凭什么长电可以不退市？还股价高高在上？俺们这可以颠,未知,02-14 04:16
600900,玩了这么多年，长电是不是退市股，就没点数吗？对标渤海银行吗？,未知,02-14 04:18
600900,大顶，调整十年。,未知,02-15 08:47
600900,请查看长江水文网,未知,02-16 04:37
600900,拿着长江电力这样的资产本身就发财了，时间会证明一切，发财的理由就是制定电力的政策,未知,02-14 09:26
600900,电力市场化，谁能横刀立马。唯有中国所有水电，真正的市场巨无霸，长江电力。所有水电,未知,02-16 01:07
600900,这么大的盘子,未知,02-15 09:43
600900,电不值钱了,未知,02-15 08:26
600900,26.12的本……看都懒得看……无所谓,未知,02-13 04:19
600900,熊市可以持有这个股,未知,02-15 12:34
600900,完美错过一轮牛市,未知,02-15 12:33
600900,买股票，千万别跟机构，他们不会承担风险的。因为钱不是他们的，他们可以炒股，我们不,未知,02-15 06:26
600900,回来看看你29卖掉后你还真不给力啊看着快能捡回来了,未知,02-15 01:00
600900,长电今突破百元！董事长水平稍高长电可到二百元！,未知,02-14 12:31
600900,35年的市场，俺玩了30多年，长电退市算什么？本就是退市股……,未知,02-14 04:11
600900,今年，长电分红0.21元，长电从26.48元开始，分红，贴权最低到23.95元，,未知,02-15 09:05
600900,长江电力投资部门。川投能源可以考虑买入了。水电。你只要考虑2.5%以上就可以买入,未知,02-14 06:00
600900,长江电力：公司始终致力于提升三峡水利长期竞争力和内在价值,未知,02-13 07:42
600900,麻烦了,未知,02-14 02:31
600900,全中国只有水电，没有办法卷，所有行业都卷，没完没了的卷，没有人管。反正都是股民的,未知,02-14 09:10
600900,4元的票，现在是什么价？,未知,02-14 07:31
600900,机构：电改深化电力重估 红利配置价值显著,未知,02-11 09:14
600900,今后没有增长了，这个价格就高了！股息率5个点以上才慢慢的有投资价值,未知,02-13 09:13
600900,在长电想产生盈利，需要凭借自己参与短线交易，与其它不存在关系？智商不行，能力不行,未知,02-14 03:35
600900,长江电力从一个少女变成,未知,02-13 11:53
600900,长电，三峡二者在2024年是给小散机会盈利的，没有看懂没能介入，能怪那个？你因为,未知,02-14 12:07
600900,长江电力：公司已与各受电省市协商确定了大水电的电价机制,未知,02-13 05:42
600900,2024年长电，三峡提供过机会，只是长电小散因智商，能力不行，除本人外，没一个能,未知,02-14 01:10
600900,投资长江电力16年，除了稳定的分红。等的是电力市场化，不管你们怎样解读，水电是真,未知,02-14 11:14
600900,这个票，现在看基本没啥感觉，过十年，那个时候估计存款利率年化只有百分之零点几，银,未知,02-14 11:42
600900,长电在26.40元以上持续割肉，做飞，清仓，26元再被套，持股成本可看作相当于2,未知,02-14 09:25
600900,长江电力：公司对存量资产的挖潜增效始终保持开放与专业审慎的态度,未知,02-13 05:38
600900,我说的都是现状，低价电力，感觉是国家对社会的贡献，其实冤大头是电力股民，我15年,未知,02-14 10:06
600900,从历来的牛市看，长电大都是牛市跌完再发力涨几年这一波就得止跌向上加仓了,未知,02-14 07:23
600900,远离风，光，核电站股票，没有未来股息率都在2.5%之内，长江电力3.8%，是所有,未知,02-13 11:25
600900,大盘牛市一年多，赚指数不赚钱,未知,02-14 09:00
600900,$平安银行(SZ000001)$$长江电力(SH600900)$$长江传媒(SH,未知,02-14 08:04
600900,长江电力：融资净偿还2317.49万元，融资余额134.15亿元,未知,02-14 07:55
600900,长江电力：公司高度重视生态保护与可持续发展,未知,02-13 09:46
600900,快砸呀，分红的钱都不够买一手的，磨蹭啥呀,未知,02-13 01:00
600900,这股只有熊市才有希望,未知,02-13 11:36
600900,公司大股东25年8月份，基于公司价值，在二级市场实施增持，在市场持续向好，走出新,未知,02-13 02:14
600900,公司目前的利润和股价都处于高位，请问公司认为未来三年公司面临的最大风险是什么？,未知,02-13 02:50
600900,没有确定性的股息率。最高也不碰，,未知,02-13 11:35
600900,吉林敖东2025-06-30持股：辽宁成大｜20.8128亿南京医药｜1.618,未知,02-13 09:11
600900,长江电力是假分红，直接降股票价格，等于没分红，跟骗子没有差别，买什么股都不要买长,未知,02-12 10:17
600900,长江电力：公司聚焦大水电提质增效和新业态战略发展持续加大研发投入,未知,02-13 05:38
600900,继续等，股息率4,未知,02-13 08:40
600900,长江电力：公司始终注重资产负债结构优化与财务成本管控,未知,02-13 05:39
600900,长江电力：公司始终秉持稳健的现金流管理与可持续的股东回报理念,未知,02-13 06:11
600900,长江电力上网电价盈亏点与三峡能源上网电价盈亏点对比。,未知,02-13 07:17
600900,下跌第一目标位应该在20元附近，这样大的盘子没人能做得动，只能依据传统技术分析来,未知,02-13 05:48
600900,二次探底开始了，最好做成W底再向上走一波。,未知,02-13 05:22
600900,长期坚定看好水电板块，作为清洁基荷能源核心，现金流充沛、成本优势显著、商业模式稳,未知,02-13 04:27
600900,今天忍不住非要上来,未知,02-13 05:20
600900,昨天收了4000分红，今天扣了1800感觉还蛮合理，不算太过分,未知,02-13 01:54
600900,现在能买了吗？,未知,02-13 02:21
600900,贵公司2026年2月4日发布拟每股派现0.21元，请问本次分红对公司2026年一,未知,02-13 02:53
600900,长电今天的走势更更进下一步证明长电进入时间，长江上没有资产可注入长电15元的业绩,未知,02-13 02:24
600900,跌的还可以，过了年继续等它下来二次探底。,未知,02-13 03:20
600900,今年就这样了，大家新年快乐，不要被今天的行情影响了过年的快乐，祝大家发财,未知,02-13 03:05
600900,天天绿，股东们春节都不快乐,未知,02-13 02:34
600900,喋喋不休，跌跌跌，挺好,未知,02-13 02:57
600900,云南省人民政府关于印发《云南省 〈生态保护补偿条例〉实施细则》的通知这个文件对公,未知,02-13 02:49
600900,您好，请问六座发电站的市场化电量部分，在电价框架谈判中的中长期合同上网电价，是每,未知,02-13 02:40
600900,你好董秘，请问最近贵公司股价跌破支撑位，是什么原因导致了，贵公司在白鹤滩水电站航,未知,02-13 02:36
600900,尊敬的董秘您好：请问，公司是否论证过在三峡和葛洲坝之间建设单向抽水设施，将两库变,未知,02-13 02:36
600900,自从长江电力控股三峡水利以来，从2021年开始三峡水利的经营业绩和股价就连续下滑,未知,02-13 02:30
600900,你不拉上去出不觉得亏了吗？,未知,02-13 02:23
600900,恶心，没长过也跟着跌,未知,02-13 02:25
600900,大过年的，跌成这个逼样，东西,未知,02-13 02:02
600900,拿到你退市,未知,02-13 02:21
600900,啊,未知,02-13 02:21
600900,长江电力不行了！,未知,02-13 02:20
600900,猪坚强啊！硬是不破26！,未知,02-13 02:10
600900,南美地缘因素会不会对公司在该地区的资产产生不利影响？公司对此类境外资产可能受到的,未知,02-13 02:20
600900,这不让过年了。喋喋不休。,未知,02-13 02:16
600900,近期各地电价均大幅度下调，对公司2026年上网电价有何影响？公司电价享有绿电的相,未知,02-13 02:17
600900,这股完了，,未知,02-13 02:16
600900,公公，一世英名被长电搞没了,未知,02-13 02:15
600900,看来今年的消费又没戏了！绝大多数散户被套，上面喊了那么久的慢牛，把散户套牢了26,未知,02-13 02:15
600900,2024年度长江电力的研发费用超过水电上市公司华能水电，桂冠电力，川投能源和国投,未知,02-13 02:14
600900,这样搞要不得,未知,02-13 02:12
600900,超级,未知,02-13 02:07
600900,近190亿元“春节红包”来袭 34家A股公司节前排队派息,未知,02-07 12:42
600900,快点跌，跌破25.3元我进去。,未知,02-13 02:00
600900,长电今天非常愉快上套，长电最低已经上套在26.02元？面对长电除权26.27元，,未知,02-13 01:55
600900,要不要搞点这个过年防守一波,未知,02-13 12:09
600900,股息是不是比不上债券了？,未知,02-13 01:55
600900,下面托底上面压，有一套！,未知,02-13 10:26
600900,托单必跌快跑,未知,02-13 12:36
600900,呀,未知,02-13 12:00
600900,董秘你好，从贵司公众号得知白鹤滩水电站1号机组于2026年1月完成了一次升级改造,未知,02-13 11:51
600900,红包亏完了还倒贴，疑似公司做空把分红的钱全赚回来。,未知,02-13 11:45
600900,护盘都不红？,未知,02-13 10:21
600900,这几分钱玩一天,未知,02-13 11:15
600900,江钨装备卖飞了，年后这个票估计还要涨好几个板，但是我追不进去了，买一个长江电力稳,未知,02-13 11:03
600900,连长江电力都涨了！,未知,02-13 10:40
600900,长江电力的公民们，当你看到这条广播就注定要放弃持股收息，赶紧投身科创芯片，电池，,未知,02-13 10:12
600900,还不护盘吗,未知,02-13 10:35
600900,长期看好价值投资,未知,02-13 10:16
600900,做人不能太长江电力,未知,02-13 10:14
600900,分二毛丢4毛哎分红有何用！,未知,02-13 09:58
600900,这是改名字了吗,未知,02-12 11:55
600900,分红就是股价低了是么感觉没啥变化,未知,02-13 09:55
600900,分红怎么查？没啥变化呀,未知,02-13 09:49
600900,嘛的，给年添堵,未知,02-13 09:50
600900,纯垃圾，分红不够跌的还特么扣税,未知,02-13 09:39
600900,我怎么没有收到分红,未知,02-13 09:41
600900,分红还没到？,未知,02-13 09:19
600900,分的毛跌的肉,未知,02-13 09:33
600900,为啥子分红为零，我交割单显示分红为零,未知,02-13 09:31
600900,价值投资者不是欢迎下跌吗，反正拿分红，管他涨不涨呢,未知,02-13 09:10
600900,完了，一大早理托在吹、今天逃命行情,未知,02-13 08:24
600900,今天能不能扛住？,未知,02-13 09:13
600900,这货怎么突然改成XD（下跌）电力了？,未知,02-13 08:59
600900,"投资近12年了,根本没有动静，三峡集团的承诺兑现了嘛！",未知,02-13 09:03
600900,此股可怕的地方：高位小散多，融资客多且菜，电价下行！,未知,02-13 08:52
600900,未来核电成本一分钱一度，水电怎么？？？,未知,02-13 08:22
600900,长电已经进入衰老死亡时间？长电前十年分红业绩的70%，今年没有承诺，未来五年再业,未知,02-13 08:24
600900,谁也不怕的长江电力拥有每年3000亿度硬实力，按平均电价0.36计算。每年100,未知,02-13 08:10
600900,昨天在长电上套很愉快？前几天受四维骗子指导，从事避免红利税操作，在26.23元以,未知,02-13 08:14
600900,XD长江电：融资净买入3970.16万元，融资余额134.39亿元,未知,02-13 07:44
600900,昨天你和国投电力、宁沪高速、中国神华、伊利股份等一众蓝筹股跌幅不算小，今天半导体,未知,02-13 07:10
600900,电网公司要的就是电力泛滥成灾，坐享其成，,未知,02-13 12:19
600900,有谁收到600900发的红包,未知,02-12 11:39
600900,同感，但我是执行计划。,未知,02-13 03:09
600900,一路同行，陪伴长江电力成长，它成长，我们受股息，何乐而不为。,未知,02-13 03:08
600900,不是，我没懂，0.21元，1%不到？不是高股息吗？评论区有谁说下,未知,02-12 02:03
600900,你分红2毛，实质是跌四毛，这情何以堪？,未知,02-12 02:52
600900,拿着长江电力的股民我可以告诉你们，所有政策对水电站最不公平。我们是在最不公平的情,未知,02-13 12:30
600900,中国的发电企业的钱是给电网公司。还有政府，赚走的。三峡能源还傻傻的拼命投资。现在,未知,02-13 12:11
600900,长江电力可以26元。但风。光。核电站，股价必须下来三分之一。因为你们不可能与长江,未知,02-12 11:54
600900,水电公司可以不算利好，那么其他的所有电力公司肯定是利空，我一直说中国电力过剩，但,未知,02-12 11:39
600900,@妙想长江电力前加XD是什么意思,未知,02-12 04:40
600900,多了个xd是啥意思,未知,02-12 09:25
600900,说的很有道理，如果它能在20到25之间震荡那就太美啦，我可以得到更多的股份，分更,未知,02-12 08:26
600900,合理估值的上限为8元……参考股息率，支付率……没事干的，可以买港股……,未知,02-12 07:56
600900,2毛钱,未知,02-12 06:32
600900,此生最后悔的事就是买了这只股票，有种吃苍蝇的感觉。,未知,02-12 07:18
600900,不到20不回头，不用看,未知,02-12 08:25
600900,跌到20加仓，股息多一点，大家都开心,未知,02-12 05:34
600900,分红了吗？,未知,02-12 04:15
600900,XD，不是西电的标么，这里出现是啥意思？,未知,02-12 03:43
600900,ED了,未知,02-12 06:43
600900,流出的资金是不是都去买资源股了,未知,02-12 06:42
600900,长江电力：目前公司生产经营活动一切正常,未知,02-11 08:36
600900,说长江电力被套的人都是炒股的，因为32元的长江电力有3%股息率。稳定性，市场第一,未知,02-10 09:14
600900,为何改名下跌长江电,未知,02-12 02:31
600900,长电2024年不参与，少参与分红，科学，合理，交易达到避红利税10%0.08元，,未知,02-10 10:59
600900,分红不够一天跌的,未知,02-12 01:00
600900,23才是长电应有的最高价值区间,未知,02-12 04:27
600900,多亏昨天紧急避险卖出，机智如我,未知,02-12 03:30
600900,资金流转也没办法,未知,02-12 03:47
600900,去海南好火！排队送钱！一定要长期拿好海南机场！@股友分红归我支配@整机厂估低@股,未知,02-12 02:06
600900,三峡集团。你也是靠长江电力分红生存的，别叫长江电力再去投资了，守着这一亩三分地够,未知,02-12 11:39
600900,机构普遍预期市场化后电价会大幅下降,未知,02-12 11:00
600900,把红利给爹进去了。,未知,02-12 03:21
600900,今天必跌2毛1,未知,02-12 02:50
600900,25能不能稳住？,未知,02-12 02:56
600900,收盘涨一分。,未知,02-12 02:55
600900,阶段性反弹已完成，还要寻底，希望不要跌穿上次底部，三月份可以进场买。,未知,02-12 02:49
600900,这就是分红？这是吸血吃骨头。,未知,02-12 02:48
600900,下来吧，22给个机会,未知,02-12 02:47
600900,我只想回本。。。,未知,02-12 02:31
